,kpgz_code,kpgz_name,template_name
23192,01.11.02.09.11,ГОЛОВКИ ШЛИФОВАЛЬНЫЕ ЦИЛИНДРИЧЕСКИЕ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
23199,01.19.05.07.01,УБОРЫ ГОЛОВНЫЕ ДЛЯ ВЗРОСЛЫХ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
23211,01.19.05.07.02,УБОРЫ ГОЛОВНЫЕ ДЛЯ ДЕТЕЙ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
23230,01.01.04.15,"ЧЕРНИКА, ГОЛУБИКА",ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23232,01.19.14.03,"ЧУЛКИ, ПОЛУЧУЛКИ (ГОЛЬФЫ)",ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
23236,01.05.02.01.36,ГОМОГЕНИЗАТОРЫ ВЕРХНЕПРИВОДНЫЕ,ГОМОГЕНИЗАТОРЫ ВЕРХНЕПРИВОДНЫЕ
23237,01.25.02.02.06,МИКСЕРЫ ПРОМЫШЛЕННЫЕ,ПОСТАВКА КУХОННОГО ОБОРУДОВАНИЯ ПРОМЫШЛЕННОГО ТИПА
23238,01.02.11.01.06.02.05,ГОМОГЕНИЗАТОРЫ УЛЬТРАЗВУКОВЫЕ,ГОМОГЕНИЗАТОРЫ УЛЬТРАЗВУКОВЫЕ
23239,01.02.10.43.305.07,"ГОМОЦИСТЕИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)","ГОМОЦИСТЕИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ)"
23244,01.02.10.43.305.02,"ГОМОЦИСТЕИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
23246,01.02.10.43.305.04,"ГОМОЦИСТЕИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ГОМОЦИСТЕИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
23247,01.02.10.43.305.05,"ГОМОЦИСТЕИН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ","ГОМОЦИСТЕИН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
23248,01.02.10.43.305.03,"ГОМОЦИСТЕИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ","ГОМОЦИСТЕИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
23250,01.02.10.43.305.06,"ГОМОЦИСТЕИН ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)","ГОМОЦИСТЕИН ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
23259,01.02.10.43.305.01,"ГОМОЦИСТЕИН ИВД, РЕАГЕНТ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
23274,01.02.11.01.03.24,ГОНИОСКОП,ГОНИОСКОП
23303,01.05.02.09.14,ГОРЕЛКИ ГАЗОВЫЕ ЛАБОРАТОРНЫЕ,ГОРЕЛКИ ГАЗОВЫЕ ЛАБОРАТОРНЫЕ
23322,01.23.02.01,ГОРКИ ДЕТСКИЕ,ПОСТАВКА ТОВАРОВ ДЛЯ БЛАГОУСТРОЙСТВА ТЕРРИТОРИИ
23325,01.02.11.01.13.05.08,ГОРКИ ДЛЯ ХОДЬБЫ,ГОРКИ ДЛЯ ХОДЬБЫ
23335,01.01.02.23,ГОРОХ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23336,01.01.01.01.12,ГОРОХ ШЛИФОВАННЫЙ СУШЕННЫЙ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23338,01.01.02.35.06,"ГОРОХ, КОНСЕРВИРОВАННЫЙ БЕЗ УКСУСА ИЛИ УКСУСНОЙ КИСЛОТЫ (КРОМЕ ГОТОВЫХ БЛЮД ИЗ ОВОЩЕЙ)",ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23342,01.01.01.14.02.02,ГОРЧИЦА ГОТОВАЯ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23344,01.20.09.03,ТОВАРЫ ДЕТСКИЕ (КРОМЕ ОДЕЖДЫ) ПРОЧИЕ,ТОВАРЫ ДЕТСКИЕ (КРОМЕ ОДЕЖДЫ) ПРОЧИЕ
23355,01.14.05,ЛИТЕРАТУРА МЕТОДИЧЕСКАЯ НЕ ДЛЯ ОБУЧЕНИЯ,ЛИТЕРАТУРА МЕТОДИЧЕСКАЯ НЕ ДЛЯ ОБУЧЕНИЯ
23365,01.15.07.07,ГОТОВАЛЬНИ,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
23367,01.02.10.43.23,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РН-МЕТРОВ, КОНДУКТОМЕТРОВ, СОЛЕМЕРОВ, ОВП МЕТРОВ","РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РН-МЕТРОВ, КОНДУКТОМЕТРОВ, СОЛЕМЕРОВ, ОВП МЕТРОВ"
23390,01.15.01.04.05,ГОФРОКАРТОН,ГОФРОКАРТОН
23397,01.08.01.28.99,ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ГОЛЬФА ПРОЧЕЕ,ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ГОЛЬФА ПРОЧЕЕ
23403,01.11.03.04.08,ГРАВИЙ,ПОСТАВКА НЕРУДНЫХ МАТЕРИАЛОВ И СЫРЬЯ
23404,01.11.03.04.09,ЗАПОЛНИТЕЛИ ИСКУССТВЕННЫЕ ПОРИСТЫЕ,ПОСТАВКА НЕРУДНЫХ МАТЕРИАЛОВ И СЫРЬЯ
23409,01.02.10.35.04,КАТЕТЕРЫ ГРАДУИРОВАННЫЕ ИЗМЕРИТЕЛЬНЫЕ,КАТЕТЕРЫ ГРАДУИРОВАННЫЕ ИЗМЕРИТЕЛЬНЫЕ
23423,01.01.03.13,ГРАНАТЫ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23425,01.08.01.17.10,ГРАНАТЫ ДЛЯ МЕТАНИЯ,ГРАНАТЫ ДЛЯ МЕТАНИЯ
23429,01.02.10.43.306.01,"ГРАНЗИМ В ИВД, АНТИТЕЛА","ГРАНЗИМ В ИВД, АНТИТЕЛА"
23435,01.02.10.20.01.02,"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ""ИСКУСТВЕННАЯ ПОЧКА"" 4008, 5008","РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ""ИСКУСТВЕННАЯ ПОЧКА"" 4008, 5008"
23439,01.02.10.43.307.01,"ГРАНУЛОЦИТАРНЫЙ КОЛОНИЕСТИМУЛИРУЮЩИЙ ФАКТОР ИВД, РЕАГЕНТ","ГРАНУЛОЦИТАРНЫЙ КОЛОНИЕСТИМУЛИРУЮЩИЙ ФАКТОР ИВД, РЕАГЕНТ"
23444,01.11.03.08.06,ГРАНУЛЯТ СТАРОГО АСФАЛЬТОБЕТОНА,ПОСТАВКА АСФАЛЬТОБЕТОННЫХ СМЕСЕЙ
23446,01.25.18.04,ГРАНУЛЯТОРЫ СУШЕНОГО ЖОМА,ГРАНУЛЯТОРЫ СУШЕНОГО ЖОМА
23454,01.13.04.04.05,ПЛАНШЕТЫ ГРАФИЧЕСКИЕ,ПОСТАВКА СРЕДСТВ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ
23474,01.01.03.22,ГРЕЙПФРУТЫ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23475,01.02.10.43.308.01,"ГРЕЛИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ГРЕЛИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
23477,01.02.10.50.58,ГРЕЛКИ МЕДИЦИНСКИЕ,ГРЕЛКИ МЕДИЦИНСКИЕ
23487,01.09.08.10.06.05,ГРИБОК ДЛЯ РЕМОНТА ПОКРЫШЕК,"ПОСТАВКА КОЛЕС, КОМПЛЕКТУЮЩИХ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ КОЛЕС АВТОТРАНСПОРТНЫХ СРЕДСТВ"
23489,01.01.05.05,ГРИБЫ КОНСЕРВИРОВАННЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23493,01.01.05.02,ГРИБЫ ДИКОРАСТУЩИЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23495,01.01.05.03,ГРИБЫ ЗАМОРОЖЕННЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23515,01.25.02.01.12,ГРИЛИ КУХОННЫЕ ПРОМЫШЛЕННЫЕ,ПОСТАВКА КУХОННОГО ОБОРУДОВАНИЯ ПРОМЫШЛЕННОГО ТИПА
23516,01.01.07.21,СЛАДОСТИ ВОСТОЧНЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23517,01.20.05.01.09,СРЕДСТВА ДЛЯ МАКИЯЖА,ПОСТАВКА ХОЗЯЙСТВЕННЫХ ТОВАРОВ
23520,01.08.01.17.32.01,ГРИФЫ ИЗОГНУТЫЕ,ГРИФЫ ИЗОГНУТЫЕ
23521,01.08.01.17.32.02,ГРИФЫ ОЛИМПИЙСКИЕ,ГРИФЫ ОЛИМПИЙСКИЕ
23529,01.08.01.17.32.03,ГРИФЫ ПРЯМЫЕ,ГРИФЫ ПРЯМЫЕ
23531,01.15.04.03.04,СТЕРЖНИ ДЛЯ КАРАНДАШЕЙ МЕХАНИЧЕСКИХ,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
23533,01.15.04.03.05,ГРИФЕЛИ ДЛЯ ПИСЬМА ПО БРАЙЛЮ,ГРИФЕЛИ ДЛЯ ПИСЬМА ПО БРАЙЛЮ
23574,01.06.03.64.17,ГРУЗЫ НАБОРНЫЕ,ГРУЗЫ НАБОРНЫЕ
23576,01.09.08.10.06.10,ГРУЗИКИ ДЛЯ БАЛАНСИРОВКИ КОЛЕС,"ПОСТАВКА КОЛЕС, КОМПЛЕКТУЮЩИХ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ КОЛЕС АВТОТРАНСПОРТНЫХ СРЕДСТВ"
23577,01.09.01.01.02,ТРАНСПОРТНЫЕ СРЕДСТВА ЛЕГКОВЫЕ МНОГОЦЕЛЕВЫЕ,ТРАНСПОРТНЫЕ СРЕДСТВА ЛЕГКОВЫЕ МНОГОЦЕЛЕВЫЕ
23589,01.11.03.05.20,ГРУНТ-ЭМАЛИ,ПОСТАВКА ЛАКОКРАСОЧНЫХ ИЗДЕЛИЙ
23593,01.11.03.05.08.01,ГРУНТОВКИ АНТИКОРРОЗИЙНЫЕ,ПОСТАВКА ЛАКОКРАСОЧНЫХ ИЗДЕЛИЙ
23597,01.11.03.05.08.02,ГРУНТОВКИ (КРОМЕ АНТИКОРРОЗИОННЫХ),ПОСТАВКА ЛАКОКРАСОЧНЫХ ИЗДЕЛИЙ
23602,01.02.10.43.309.01,"ГРУППА КРОВИ ПЛОДА ГЕНОТИПИРОВАНИЕ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ","ГРУППА КРОВИ ПЛОДА ГЕНОТИПИРОВАНИЕ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
23607,01.02.10.43.310.01,"ГРУППОВЫЕ ЭРИТРОЦИТАРНЫЕ ВАРИАБЕЛЬНЫЕ RH(D) КАТЕГОРИИ VI ИВД, АНТИТЕЛА, РЕАКЦИЯ АГГЛЮТИНАЦИИ","ГРУППОВЫЕ ЭРИТРОЦИТАРНЫЕ ВАРИАБЕЛЬНЫЕ RH(D) КАТЕГОРИИ VI ИВД, АНТИТЕЛА, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
23608,01.02.10.43.310.02,"ГРУППОВЫЕ ЭРИТРОЦИТАРНЫЕ ВАРИАБЕЛЬНЫЕ RH(D) КАТЕГОРИИ VI/СЛАБЫЕ RH(D) ИВД, АНТИТЕЛА, РЕАКЦИЯ АГГЛЮТИНАЦИИ","ГРУППОВЫЕ ЭРИТРОЦИТАРНЫЕ ВАРИАБЕЛЬНЫЕ RH(D) КАТЕГОРИИ VI/СЛАБЫЕ RH(D) ИВД, АНТИТЕЛА, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
23609,01.02.10.19.21,"УСТРОЙСТВА ДЛЯ УДАЛЕНИЯ ЖИДКОСТЕЙ, ВОЗДУХА ИЗ ПОЛОСТИ ТЕЛА","УСТРОЙСТВА ДЛЯ УДАЛЕНИЯ ЖИДКОСТЕЙ, ВОЗДУХА ИЗ ПОЛОСТИ ТЕЛА"
23610,01.08.01.02.99,СПОРТИВНОЕ ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ЕДИНОБОРСТВ ПРОЧЕЕ,СПОРТИВНОЕ ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ЕДИНОБОРСТВ ПРОЧЕЕ
23612,01.01.03.04,ГРУШИ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
23629,01.02.10.02.12,ГУБКА БАКТЕРИЦИДНАЯ,ГУБКА БАКТЕРИЦИДНАЯ
23631,01.15.05.03.04.01,ГУБКИ ДЛЯ МАРКЕРНЫХ ДОСОК,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
23632,01.02.10.40.02.10,ГУБКИ ДЛЯ УХОДА ЗА БОЛЬНЫМИ,ГУБКИ ДЛЯ УХОДА ЗА БОЛЬНЫМИ
23634,01.02.10.33.04.01.03,ПОДСТАВКИ И ГУБКИ ДЛЯ ИНСТРУМЕНТОВ ЭНДОДОНТИЧЕСКИЕ,ПОДСТАВКИ И ГУБКИ ДЛЯ ИНСТРУМЕНТОВ ЭНДОДОНТИЧЕСКИЕ
23640,01.02.10.48.05.01.03.01,"ГУБКИ ДЛЯ АСПИРАТОРА МЕДИЦИНСКОГО ВАКУУМНОГО ""ATMOS S 042 NPWT""","ГУБКИ ДЛЯ АСПИРАТОРА МЕДИЦИНСКОГО ВАКУУМНОГО ""ATMOS S 042 NPWT"""
23655,01.12.01.25,ГУДРОНАТОРЫ,ПОСТАВКА СПЕЦТЕХНИКИ
23661,01.07.03.01.02.06,ГУСЛИ,ПОСТАВКА МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ
23667,01.02.10.33.04.04,ШТИФТЫ И ОБТУРАТОРЫ ЭНДОДОНТИЧЕСКИЕ,ШТИФТЫ И ОБТУРАТОРЫ ЭНДОДОНТИЧЕСКИЕ
23700,01.02.10.43.325,ДНК ТЕРМОСТАБИЛЬНЫЙ ФЕРМЕНТ РЕАГЕНТ ИВД,ДНК ТЕРМОСТАБИЛЬНЫЙ ФЕРМЕНТ РЕАГЕНТ ИВД
23738,01.11.02.03.08,ДАЛЬНОМЕРЫ ЛАЗЕРНЫЕ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
23765,01.11.01.06.10,ДАТЧИКИ,ДАТЧИКИ
23773,01.02.10.48.14.05,"ДАТЧИКИ ""СО2"" МЕДИЦИНСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER""","ДАТЧИКИ ""СО2"" МЕДИЦИНСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER"""
23775,01.02.10.50.95,ШПРИЦ-РУЧКИ АВТОМАТИЧЕСКИЕ ДЛЯ ИНЪЕКЦИЙ ИНСУЛИНА В КАРТРИДЖАХ,ШПРИЦ-РУЧКИ АВТОМАТИЧЕСКИЕ ДЛЯ ИНЪЕКЦИЙ ИНСУЛИНА В КАРТРИДЖАХ
23788,01.02.10.48.19.37,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ПРОИЗВОДСТВА ""GE HEALTHCARE""","РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ПРОИЗВОДСТВА ""GE HEALTHCARE"""
23877,01.02.10.48.14.01,"ДАТЧИКИ КИСЛОРОДА МЕДИЦИНСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER""","ДАТЧИКИ КИСЛОРОДА МЕДИЦИНСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER"""
23879,01.02.10.48.14.14,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ НЕОНАТАЛЬНОГО ИНКУБАТОРА ""DRAEGER CALEO""","РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ НЕОНАТАЛЬНОГО ИНКУБАТОРА ""DRAEGER CALEO"""
23880,01.02.10.48.14.15,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ НЕОНАТАЛЬНОГО ИНКУБАТОРА ""DRAEGER ISOLETTE C2000 / C8000""","РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ НЕОНАТАЛЬНОГО ИНКУБАТОРА ""DRAEGER ISOLETTE C2000 / C8000"""
23899,01.03.02.03,СЧИТЫВАТЕЛИ,СЧИТЫВАТЕЛИ
23934,01.02.11.04.09.01.01,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ ИСКУССТВЕННОЙ ВЕНТИЛЯЦИИ ЛЕГКИХ","СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ ИСКУССТВЕННОЙ ВЕНТИЛЯЦИИ ЛЕГКИХ"
23936,01.02.10.48.14.03,"ДАТЧИКИ ПОТОКА МЕДИЦИНСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER""","ДАТЧИКИ ПОТОКА МЕДИЦИНСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER"""
23946,01.02.10.48.14.02,"ДАТЧИКИ ПУЛЬСОКСИМЕТРИЧЕСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER""","ДАТЧИКИ ПУЛЬСОКСИМЕТРИЧЕСКИЕ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER"""
23961,01.02.10.48.10.08,"ДАТЧИКИ ПУЛЬСОКСИМЕТРИЧЕСКИЕ ТИПА ""НЕЛЬКОР""","ДАТЧИКИ ПУЛЬСОКСИМЕТРИЧЕСКИЕ ТИПА ""НЕЛЬКОР"""
23979,01.02.10.14.07,ДАТЧИК СИСТЕМЫ ЧРЕСКОЖНОГО МОНИТОРИНГА УРОВНЯ ГЛЮКОЗЫ,ДАТЧИК СИСТЕМЫ ЧРЕСКОЖНОГО МОНИТОРИНГА УРОВНЯ ГЛЮКОЗЫ
24027,01.02.10.48.14.04,"ДАТЧИКИ ТЕМПЕРАТУРЫ МЕДИЦИНСКИЕ И ЧЕХЛЫ К НИМ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER""","ДАТЧИКИ ТЕМПЕРАТУРЫ МЕДИЦИНСКИЕ И ЧЕХЛЫ К НИМ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER"""
24063,01.02.10.48.15.01,"ДАТЧИКИ УЛЬТРАЗВУКОВЫЕ ВНУТРИСОСУДИСТЫЕ ДЛЯ СИСТЕМ ВНУТРИСОСУДИСТЫХ УЛЬТРАЗВУКОВЫХ ИССЛЕДОВАНИЙ S5/S5I ПРОИЗВОДСТВА ""VOLCANO CORP""","ДАТЧИКИ УЛЬТРАЗВУКОВЫЕ ВНУТРИСОСУДИСТЫЕ ДЛЯ СИСТЕМ ВНУТРИСОСУДИСТЫХ УЛЬТРАЗВУКОВЫХ ИССЛЕДОВАНИЙ S5/S5I ПРОИЗВОДСТВА ""VOLCANO CORP"""
24068,01.02.10.43.01.01.07,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ИММУНОХИМИЧЕСКИХ ""ABBOTT ARCHITECT"", ПРОИЗВОДСТВА ""ABBOTT LABORATORIES""",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
24102,01.02.10.48.10.07,ДАТЧИКИ ДЛЯ ЦЕРЕБРАЛЬНОГО/СОМАТИЧЕСКОГО ОКСИМЕТРА (ИНВОС ТЕХНОЛОГИЯ),ДАТЧИКИ ДЛЯ ЦЕРЕБРАЛЬНОГО/СОМАТИЧЕСКОГО ОКСИМЕТРА (ИНВОС ТЕХНОЛОГИЯ)
24119,01.16.28.03,"ФУРНИТУРА ДЛЯ МЕБЕЛИ ДЕРЕВЯННАЯ, ПЛАСТИКОВАЯ","ФУРНИТУРА ДЛЯ МЕБЕЛИ ДЕРЕВЯННАЯ, ПЛАСТИКОВАЯ"
24149,01.11.04.01.01.03,ДВЕРИ ПРОТИВОПОЖАРНЫЕ МЕТАЛЛИЧЕСКИЕ,ДВЕРИ ПРОТИВОПОЖАРНЫЕ МЕТАЛЛИЧЕСКИЕ
24162,01.09.08.07.01,ДВИГАТЕЛИ ДЛЯ САМОЛЕТОВ,ПОСТАВКА ЗАПАСНЫХ ЧАСТЕЙ ДЛЯ ВОЗДУШНЫХ СУДОВ
24164,01.02.11.04.14.05,ДВИГАТЕЛЬ БОРМАШИНЫ СТОМАТОЛОГИЧЕСКОЙ С ДИСТАНЦИОННЫМ УПРАВЛЕНИЕМ,ДВИГАТЕЛЬ БОРМАШИНЫ СТОМАТОЛОГИЧЕСКОЙ С ДИСТАНЦИОННЫМ УПРАВЛЕНИЕМ
24167,01.09.08.01.03,ДВИГАТЕЛИ ВНУТРЕННЕГО СГОРАНИЯ ДЛЯ АВТОТРАНСПОРТНЫХ СРЕДСТВ,ДВИГАТЕЛИ ВНУТРЕННЕГО СГОРАНИЯ ДЛЯ АВТОТРАНСПОРТНЫХ СРЕДСТВ
24173,01.09.08.07.02,КОМПЛЕКТУЮЩИЕ (ЗАПАСНЫЕ ЧАСТИ) ДЛЯ ВЕРТОЛЕТОВ,ПОСТАВКА ЗАПАСНЫХ ЧАСТЕЙ ДЛЯ ВОЗДУШНЫХ СУДОВ
24207,01.09.08.05.01,ДВИГАТЕЛЬ ЛОДОЧНЫЙ ПОДВЕСНОЙ,ДВИГАТЕЛЬ ЛОДОЧНЫЙ ПОДВЕСНОЙ
24228,01.11.03.01.02.02.01.04,ДВУТАВРЫ СТАЛЬНЫЕ ГОРЯЧЕКАТАНЫЕ С ПАРАЛЛЕЛЬНЫМИ ГРАНЯМИ ПОЛОК,"ПОСТАВКА ИЗДЕЛИЙ ИЗ ФАСОННОГО, СОРТОВОГО И ЛИСТОВОГО МЕТАЛЛОПРОКАТА"
24240,01.11.03.01.02.02.01.03,ДВУТАВРЫ СТАЛЬНЫЕ ГОРЯЧЕКАТАНЫЕ ИЗ ЛЕГИРОВАННЫХ СТАЛЕЙ,"ПОСТАВКА ИЗДЕЛИЙ ИЗ ФАСОННОГО, СОРТОВОГО И ЛИСТОВОГО МЕТАЛЛОПРОКАТА"
24249,01.02.10.46.01.05,КАРДИОСТИМУЛЯТОРЫ СОВМЕСТИМЫЕ С МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИЕЙ (МРТ),КАРДИОСТИМУЛЯТОРЫ СОВМЕСТИМЫЕ С МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИЕЙ (МРТ)
24254,01.02.10.42.01,ПРИНАДЛЕЖНОСТИ ДЛЯ ИНФУЗИОННОЙ ТЕРАПИИ,ПОСТАВКА РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ ПАРЕНТЕРАЛЬНОГО И ЭНТЕРАЛЬНОГО ВВЕДЕНИЯ
24256,01.02.10.43.311.03,"ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)","ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА) (ОТКРЫТЫЕ СИСТЕМЫ)"
24257,01.02.10.43.311.01,"ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
24260,01.02.10.43.311.04,"ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
24261,01.02.10.43.311.02,"ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, РЕАГЕНТ","ДВУХСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, РЕАГЕНТ"
24266,01.02.10.42.49,КАНЮЛИ ДВУХСТОРОННИЕ,КАНЮЛИ ДВУХСТОРОННИЕ
24287,01.25.30,ДЕАЭРАТОРЫ ТЕРМИЧЕСКИЕ,ДЕАЭРАТОРЫ ТЕРМИЧЕСКИЕ
24294,01.25.22.04,ДЕГАЗАТОРЫ,ДЕГАЗАТОРЫ
24297,01.25.18.50,ДЕГИДРАТОРЫ,ДЕГИДРАТОРЫ
24302,01.02.10.43.312.06,"ДЕГИДРОЭПИАНДРОСТЕРОН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ДЕГИДРОЭПИАНДРОСТЕРОН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
24303,01.02.10.43.312.07,"ДЕГИДРОЭПИАНДРОСТЕРОН ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)","ДЕГИДРОЭПИАНДРОСТЕРОН ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
24304,01.02.10.43.312.08,"ДЕГИДРОЭПИАНДРОСТЕРОН ИВД, РЕАГЕНТ","ДЕГИДРОЭПИАНДРОСТЕРОН ИВД, РЕАГЕНТ"
