Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Замена опоры наружного освещения в рамках ремонтно-восстановительных работ на объектах благоустройства,91739389.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Штука,
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Устройство опоры наружного освещения в рамках благоустройства территории,91739064.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Штука,
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Устройство опоры наружного освещения в рамках компенсационного озеленения,70227538.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Устройство опоры наружного освещения в рамках ремонтно-восстановительных работ на объектах благоустройства,91739376.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Штука,
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Устройство опоры наружного освещения на особо охраняемых природных территориях,21953166.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Штука,
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Устройство наружного освещения в рамках капитального ремонта велосипедной инфраструктуры,161166920.0,02.05.02.02.10 РЕМОНТ КАПИТАЛЬНЫЙ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
3.33-15-24,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной свыше 9,5 м с приставками двойными А-образных концевых, анкерных",1 опора,1,Устройство наружного освещения в рамках строительства велосипедной инфраструктуры,161165483.0,02.03.02.02.02.04 РАБОТЫ ПО УСТРОЙСТВУ ВЕЛОСИПЕДНОЙ ИНФРАСТРУКТУРЫ,Штука,
3.33-15-3,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной до 9,5 м из цельных стоек А-образных угловых промежуточных",1 опора,1,Замена опоры наружного освещения в рамках благоустройства территории,91743233.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Штука,
3.33-15-3,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной до 9,5 м из цельных стоек А-образных угловых промежуточных",1 опора,1,Замена опоры наружного освещения в рамках ремонтно-восстановительных работ на объектах благоустройства,91739389.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Штука,
3.33-15-3,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной до 9,5 м из цельных стоек А-образных угловых промежуточных",1 опора,1,Устройство опоры наружного освещения в рамках благоустройства территории,91739064.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Штука,
3.33-15-3,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной до 9,5 м из цельных стоек А-образных угловых промежуточных",1 опора,1,Устройство опоры наружного освещения в рамках компенсационного озеленения,70227538.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Штука,
3.33-15-3,"Установка деревянных опор ВЛ 0,38-10 кВ из пропитанных деталей вручную длиной до 9,5 м из цельных стоек А-образных угловых промежуточных",1 опора,1,Устройство опоры наружного освещения в рамках ремонтно-восстановительных работ на объектах благоустройства,91739376.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Штука,
